comment,complaint_cluster
خدمتهم وحشه واسعارهم عاليه عالفاضي وكمان بيجبروك تاخد حاجه مش عاوزها يعني لو طلبت قطعتين ملزم تاخد زي مهم عاوزين مش زي منت تحب انا كنت عاوز صدر ودبوس مرضوش وصممه اني لازم اخد صدر وجناح حاجه فمنتهي البراده,طعم_سيئ
الاكل كان بارد مش سخن و كمان الاوردر كنت طالبه spicy جالي عادي,حرارة_غير_مناسبة
سئ و الفراخ كانت مجلده جدااا و الريزو كان معجن,
اكل لذيذ جدا,
يع,
الاكل حلو بس اتأخر عليه ربع ساعه زياده عن ميعاد التوصيل,تأخير_طلب
الاكل جميل جدا و تسلم ايديكم,
قطع الدجاج صغيره جداا وبها قطع اجنحه فقط,كمية_قليلة
1,
%100,
الاستربس انهارده مالح و السندوتش التويستر مش حلو خالص,طعم_سيئ
الفراخ لونها أحمر 🤷,طعم_سيئ
عالمى,
للاسف كان سئ اولا الاكل اتاخر جدا اكتر من ساعتين و طبعا جى كله بارد و الرز كان حادق جدا و الفراخ مش طازة تجربة سيئة ل مطعم يقال عليه كويس,حرارة_غير_مناسبة
مستوي قل شوية عن الاول,
الريزو كان قليل جدا,كمية_قليلة
افضل مطعم فراخ مقرمشة حتى الان,
وجبتين الاسبايسي وضعوا زيادة على النار حتى نشف اللحم زياده عن اللزوم حيث أصبحت ناشفه صعبه المضغ وسيئه الطعم ، خلاف ذلك كل شئ كان جيد,فساد_الطعام
الاكل كان شارب زيت كتير اوي و مش زي كل مرة,طعم_سيئ
لم يتم الالتزام بالملاحظات الخاصة بتبديل الكولوسلو بالبطاطس,
الاوردر كله تماو مظبوط مش ناقص حاجة وسخن بس الرز مش مستوي كويس الطيار محترم جدا جدا وملتزم بالكمامة ومعاه فكة شكرا ليكم,نظافة_سيئة طلب_غلط
الاكل ني والفراخ صغيرة و الكاتشب قليل وحاجة قرف!!!!!,نظافة_سيئة كمية_قليلة
اول مرتين كان تحفه اخر مره الفراخ مش مستويه خالص لدرجه ان لونها احمر,طعم_سيئ
مستوي ممتاز وافضل من كنتاكي,
الستربس كان فيه قطعة مش طازة 😁 غير كدا كله جميل ❤️,
وجبة الدينر رائعة نرجوا استمرار العروض,طعم_سيئ
outstanding!!,
مطعم نظيف وطعم رائع,
دينر بوكس مش كويس خالص و الزيت زيادة اوى,
هيفضل ممتاز واللى يشترى منه مره مش هيقدر يستغنى عنه تانى,طعم_سيئ
الفراخ مش مستوية..العيش البان غير موجود ..,
بجد مطعم جااامد بس يااريت يستمر على جوده وحجم القطعه ❤,طعم_سيئ
الاكل جميل ما شاء الله,
فايف روسترز من اقوى الفرايد تشكن الموجوده ف اسكندريه بلا منازع احلى طعم حقيقى,
الفراخ جيده ولكن مزيته شوية ومحتاجة تكون كرسبي اكتر الكول سلو راااائع زي بتاع كنتاكي بالظبط 👌 بجد براڤو,
الطيار ممتاز جدا,
كويسين جدا,
فظيييييع تحفة,
انا طلبت ٣ وجبات دينر بوكس كلهم قطع صغير ٢ دبوس او جناح وورك صراحة خسارة الفلوس البتدفع ليهم سرقه علانية,كمية_قليلة
الاوردر جي ناقص,طلب_غلط
تم الأتصال بيا و إلغاء الطلب بتاعي بعد انتظار ساعه و نص عشان في مشكله في التواصل مع المطعم في وقت غدا لو اتصلوا في ذات وقت الطلب كان عادي انما بعد ساعه و نص كدا قمه في عدم الأحترافيه و دي كانت اول تجربه للأبلكيشن و للمطعم,
الأكل مميز، أفضل فرايد تشيكن بعد كنتاكي، الدينر بوكس حلو أوي وبيشبع,
والله فوق الممتاز احسن فرايد تشكن بلا منازع بطلت كنتاكى خلاص ولو مره فيه حاجه معجبتنيش وده مره واحده من كل اوردراتى خدمة العملاء بتهتم لحد ما استلم البديل,طعم_سيئ
حلو جدا بصراحه الاكل جميل وبيجي سخن وفريش ديما يارب مستوي المطعم يكون ممتاز ديما,
سيئ جدا جدا وغش تجاري إن زعلان علي المطعم دة كان ممتاز ثم ينحدر بهذا الشكل,
المطعم اول مره اكلت منه كان ممتاز، ممتاز فعلا مش كلام، طلبت منه ٣ مرات بعده وللاسف ال ٣ مرات الفراخ زفره والكميه ماتكفيش طفل رضيع، المطعم بيعمل اوفر وبياخده منك من الناحيه الثانيه.,طعم_سيئ
زى الزفت فراخ لونها بنى غامق و ظفره اوى وريحه مقرفه فاكرين التبيله حتغطى ع الريحه,طعم_سيئ نظافة_سيئة
فراخ زفرة و جودة تعبانة مقارنة باول مرة و مزيتة,طعم_سيئ
توصيل سريع تغليف ممتاز الدينر بوكس محتاج سنة ملح والسبايسي محتاج يزيد سنة كمان بشكل عام مستوى محترم جدا,
بجد شكرررررررررررررا ممتاز والتغليف ممتاز. بس عايزه تستوي كمان سنة صغيره وبس وتحطوا مناديل معطرة . لكن بجد الف شكر ليكوا,كمية_قليلة
الاكل تحفه و بيوصل سخن جداً و نضيف ❤️❤️❤️❤️ و الدليفري سريع بيوصل قبل الميعاد ❤️❤️❤️ بحبكم♥️♥️♥️♥️♥️♥️,
مطعم حلو جدا وخدمه عاليه جدا والاكل جميل شكرا,
والله من أروع ما يكون ساندوتش الميجا كبير وتحفه ومليان مقدرتش اخلصه و وصل فريش,
الاورد قاعد اكتر من ساعتان................,
طعم الاكل روووعه والاوردر وصل بسرعه جدا خدمه ممتازه وجوده عاليه استمروووووا,طعم_سيئ
الاوردر اتأخر جدا والاكل باااارد,تأخير_طلب
الاوردر وصل ناقص المفروض العرض ١٠ قطع وصل ٩ والبطاطس ١٠ قطع بس وده اكيد مش الاوردر,طلب_غلط
الاكل زي الخرا سندوتش شاورما صغير خالص و قال وسط و حتي الساندوتش مش متغلف كويس,كمية_قليلة
اسوأ شاورما لحمه ممكن حد يأكلها الكمية قليلة جدا و مستخدمين صلصة طعمها وحش اوى اول مرة اصلا اكل شورما عليها صلصه حرفيا لاتساوى اى مبلغ يندفع فيها حاجة فى منتهى قمة السوء,طعم_سيئ كمية_قليلة
الأكل كويس بس ناقص يكون سخن شويه,طلب_غلط
راب الشاورما لحمة بالجبنة دا احلى حاجة كلتها في حياتي راب الفراخ الكرسبي مش حلو خالص وتتبيلته مش حلوة,
طبعاً انا كلمتكم عشان الطيار قبل بالطلب وكان بعيد جداً عن المطعم وبيتي وقولتولي احنا اتواصلنا مع الطيار وقال ٥ دقايق واكون عند المطعم، الاكل وصل بارد جداً للاسف، تجربة سيئة جداً وولا حد اهتم ولا اخد موقف المطعم ممتاز ولكن الديليڤرى سيئ جداً,حرارة_غير_مناسبة
الاوردر وصل متأخر اكتر من ساعه و بالتالي اللاكل بارد و ملوش طعم + مش الكوالتي اللي متعوده عليها,حرارة_غير_مناسبة تأخير_طلب
متوسط,
الاكل بارد وفي قطعه فاضيه والبطاطس بارده ودا مش العادي بتاعكم,حرارة_غير_مناسبة
فتة شاورما فراخ أقل من العادى 👎 كمية الشاورما قليلة جداً ❌ كمية الثومية برضوا قليلة ❌ والاوردر جهز فالفرع وفضل نص ساعة لحد ما الطيار راح اخده ووصل بارد,حرارة_غير_مناسبة كمية_قليلة
تعليق واحد أنا طلبت ساندوتش شاورما دجاج 260 جرام .. الي وصلني 230 ؟,
للأسف التأخير تسبب في برودة الطعام لانه كان غير مغلف بشكل جيد بالإضافة الكمية استحالة أن تكون بقدر المطلوب,تأخير_طلب
الاكل بارد,حرارة_غير_مناسبة
مش فاهم ليه بخيل في كمية الرز حرام عليك يعني زود شويه ياراجل دا رز يعني,
الطلب اتحضر من المطعم ثم بلغو الطيار وهو فى ميامى والاكل برد جدا واتاخر,
بشع كان ني,
🤞🤞🤞🤞,
الاستيكرات مفتوحه وتم تجاهل كل الملاحظات,خدمة_سيئة
تأخير,تأخير_طلب
الاكل كان ساقع تلج و الساندوتش كان ساده تماما مفيهوش توميه ولا صوص خالص,حرارة_غير_مناسبة
الاكل كان جميل جداً وطازه المرادي والدليڤري محترم ، شكراً,طعم_سيئ
الرز كان قليل جدا و الصلصة شبه بتاعة الكشرى,كمية_قليلة
الاكل متلج,
الاكل كان بارد.جدا وجه ف ساعه ونص,حرارة_غير_مناسبة
الاكل وصل بارد و سي جدا,حرارة_غير_مناسبة
الساندوتش فاضي خالص,
في دهن كتير فالأكل و الطعم مش زي الأول,
لم يتم استلام الطلب من الاساس وانا لحد الان في انتظاره من ٣ ساعات,
